Loss,LMI_category,EventID,tc_id,Iteration,LFI_ms
422685.9175,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-295-0,295-0,7295,22.04491736
0,5,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-295-1,295-1,7295,
29894.32102,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-295-2,295-2,7295,15.5
80.08085255,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-295-3,295-3,7295,
0,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-295-4,295-4,7295,
40961115010,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-295-5,295-5,7295,31.32496569
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-295-6,295-6,7295,
0,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-295-7,295-7,7295,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-296-0,296-0,7296,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-296-1,296-1,7296,
0,5,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-296-2,296-2,7296,
104663148.9,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-296-3,296-3,7296,28.1
2671385416,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-296-4,296-4,7296,45.1
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-296-5,296-5,7296,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-296-6,296-6,7296,
1074931682,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-296-7,296-7,7296,37.9
27450520.98,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-297-0,297-0,7297,22.7070418
91421822140,5,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-297-1,297-1,7297,53.9
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-297-2,297-2,7297,
2446064456,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-297-3,297-3,7297,33.8
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-297-4,297-4,7297,
2355837.106,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-297-5,297-5,7297,21.3
7673612.471,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-297-6,297-6,7297,20
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-297-7,297-7,7297,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-297-8,297-8,7297,
3308335403,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-298-0,298-0,7298,20.80089492
3811039919,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-298-1,298-1,7298,28.5
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-298-2,298-2,7298,25.4
454293.1083,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-298-3,298-3,7298,
1.50435E+11,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-298-4,298-4,7298,50
54043859172,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-298-5,298-5,7298,54.64264823
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-298-6,298-6,7298,
12269239.77,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-298-7,298-7,7298,19.2
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-298-8,298-8,7298,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-298-9,298-9,7298,
4083478562,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-298-10,298-10,7298,32.5
3808107777,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-298-11,298-11,7298,33.53203736
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-298-12,298-12,7298,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-298-13,298-13,7298,
207517336.3,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-298-14,298-14,7298,27.8
19485371.55,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-299-0,299-0,7299,
2434805.327,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-299-1,299-1,7299,
14850892.14,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-299-2,299-2,7299,27.1
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-299-3,299-3,7299,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-299-4,299-4,7299,
355592640.3,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-299-5,299-5,7299,17.7
494349111.4,5,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-299-6,299-6,7299,
3255140.625,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-299-7,299-7,7299,
7563058.831,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-299-8,299-8,7299,17.8
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-300-0,300-0,7300,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-300-1,300-1,7300,
136323478.2,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-300-2,300-2,7300,27.9
1659468.092,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-300-3,300-3,7300,26.8
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-300-4,300-4,7300,
0,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-300-5,300-5,7300,
235992083.1,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-300-6,300-6,7300,34.7
6233347.937,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-300-7,300-7,7300,31.1
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-300-8,300-8,7300,
1842551.678,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-300-9,300-9,7300,27.6
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-301-0,301-0,7301,
926237573.4,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-301-1,301-1,7301,25.50415912
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-301-2,301-2,7301,
24674933.41,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-301-3,301-3,7301,18
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-301-4,301-4,7301,
650892.4705,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-301-5,301-5,7301,24.03423936
1096555472,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-302-0,302-0,7302,
68257378.61,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-302-1,302-1,7302,30.51793698
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-302-2,302-2,7302,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-302-3,302-3,7302,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-302-4,302-4,7302,
185703308.6,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-302-5,302-5,7302,27
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-302-6,302-6,7302,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-302-7,302-7,7302,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-302-8,302-8,7302,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-302-9,302-9,7302,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-302-10,302-10,7302,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-303-0,303-0,7303,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-303-1,303-1,7303,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-303-2,303-2,7303,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-303-3,303-3,7303,16.8
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-303-4,303-4,7303,
968699.6377,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-303-5,303-5,7303,15.33448208
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-303-6,303-6,7303,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-303-7,303-7,7303,
2382586947,5,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-303-8,303-8,7303,70.64373086
10429486320,5,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-303-9,303-9,7303,54.8
17034661.51,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-303-10,303-10,7303,27.8
0,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-304-0,304-0,7304,
309999.38,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-304-1,304-1,7304,17.6
205014703.1,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-304-2,304-2,7304,20.5
22133.6124,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-304-3,304-3,7304,19.5
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-304-4,304-4,7304,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-304-5,304-5,7304,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-304-6,304-6,7304,
2101400926,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-304-7,304-7,7304,26.4282141
355058020.2,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-304-8,304-8,7304,
546687.1484,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-304-9,304-9,7304,24
6814.987703,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-304-10,304-10,7304,
5723431.938,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-304-11,304-11,7304,20.30796836
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-304-12,304-12,7304,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-304-13,304-13,7304,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-304-14,304-14,7304,
5256239.134,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-304-15,304-15,7304,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-305-0,305-0,7305,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-305-1,305-1,7305,
41270025.89,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-305-2,305-2,7305,23.3
1833587328,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-305-3,305-3,7305,31.3
11185390731,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-305-4,305-4,7305,44.2
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-305-5,305-5,7305,
51511286.66,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-305-6,305-6,7305,16.47870807
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-305-7,305-7,7305,
140007.7128,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-305-8,305-8,7305,10.9297778
3628.920878,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-305-9,305-9,7305,19.2
20420542.44,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-306-0,306-0,7306,28
4531052222,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-306-1,306-1,7306,31.6
178488771.5,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-306-2,306-2,7306,27.10147098
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-306-3,306-3,7306,
34455141753,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-306-4,306-4,7306,49.22462823
9698259.203,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-306-5,306-5,7306,27.1
5361992.377,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-306-6,306-6,7306,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-306-7,306-7,7306,
6951319.169,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-306-8,306-8,7306,23.3
1236339.972,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-306-9,306-9,7306,21.3
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-306-10,306-10,7306,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-307-0,307-0,7307,
1659661434,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-307-1,307-1,7307,38.04728583
366514244.2,5,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-307-2,307-2,7307,42.12578659
2871303618,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-307-3,307-3,7307,38.5
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-307-4,307-4,7307,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-307-5,307-5,7307,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-307-6,307-6,7307,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-307-7,307-7,7307,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-307-8,307-8,7307,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-307-9,307-9,7307,
10183003162,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-307-10,307-10,7307,40.4
48344984.83,5,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-307-11,307-11,7307,27
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-308-0,308-0,7308,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-308-1,308-1,7308,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-308-2,308-2,7308,
737841.9053,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-308-3,308-3,7308,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-308-4,308-4,7308,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-308-5,308-5,7308,
6500598.556,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-308-6,308-6,7308,24.12831389
20927.04382,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-308-7,308-7,7308,17.2160965
67449062.22,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-308-8,308-8,7308,
4349.370941,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-308-9,308-9,7308,
4008001333,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-308-10,308-10,7308,38.74782208
146337.7067,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-308-11,308-11,7308,28.4
687.6598357,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-308-12,308-12,7308,
173680378.5,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-308-13,308-13,7308,29.1
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-309-0,309-0,7309,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-309-1,309-1,7309,
14962562723,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-309-2,309-2,7309,54.7
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-309-3,309-3,7309,
40034313.09,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-309-4,309-4,7309,26.7
138159.6383,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-309-5,309-5,7309,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-310-0,310-0,7310,
2292416635,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-310-1,310-1,7310,39
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-310-2,310-2,7310,
117568148.9,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-310-3,310-3,7310,30.91053534
68376152271,5,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-310-4,310-4,7310,58.6
78768.44142,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-310-5,310-5,7310,29.63414151
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-310-6,310-6,7310,
77871557939,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-310-7,310-7,7310,58.4
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-310-8,310-8,7310,
831634073.9,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-310-9,310-9,7310,33.23653504
6142190.953,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-311-0,311-0,7311,23.2
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-311-1,311-1,7311,
47538577110,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-311-2,311-2,7311,45
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-311-3,311-3,7311,
24383707.19,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-311-4,311-4,7311,20.13327785
1848299574,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-311-5,311-5,7311,38.26963819
20631.75716,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-311-6,311-6,7311,19.6
1341931.808,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-311-7,311-7,7311,
46468658.66,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-311-8,311-8,7311,23.4
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-311-9,311-9,7311,
6915596.597,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-311-10,311-10,7311,21.5
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-311-11,311-11,7311,
316.4323105,5,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-311-12,311-12,7311,
13124104944,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-311-13,311-13,7311,24.01807512
2689848357,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-311-14,311-14,7311,41.7
155619471.5,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-311-15,311-15,7311,31.2070392
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-312-0,312-0,7312,
4210663019,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-312-1,312-1,7312,57.2
19888474766,5,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-312-2,312-2,7312,59.1
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-312-3,312-3,7312,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-312-4,312-4,7312,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-312-5,312-5,7312,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-312-6,312-6,7312,18.10844231
65920880.11,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-312-7,312-7,7312,23
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-312-8,312-8,7312,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-312-9,312-9,7312,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-312-10,312-10,7312,
897833314.7,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-313-0,313-0,7313,29.63292355
595200170.2,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-313-1,313-1,7313,44.8
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-313-2,313-2,7313,
91437101.04,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-313-3,313-3,7313,20.2
2784445.272,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-313-4,313-4,7313,32
484965.3391,5,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-313-5,313-5,7313,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-313-6,313-6,7313,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-313-7,313-7,7313,
42634579.43,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-313-8,313-8,7313,27
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-313-9,313-9,7313,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-313-10,313-10,7313,
187252586.3,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-313-11,313-11,7313,41.5
620717.5978,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-313-12,313-12,7313,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-313-13,313-13,7313,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-313-14,313-14,7313,
142594681.9,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-313-15,313-15,7313,36.4
63740588.01,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-314-0,314-0,7314,26.5
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-314-1,314-1,7314,
173368.0647,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-314-2,314-2,7314,
833870914.8,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-314-3,314-3,7314,20.8
0,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-314-4,314-4,7314,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-314-5,314-5,7314,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-314-6,314-6,7314,
20242814511,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-314-7,314-7,7314,41.5
4740974.777,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-314-8,314-8,7314,16.7
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-314-9,314-9,7314,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-314-10,314-10,7314,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-314-11,314-11,7314,
379396.5141,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-315-0,315-0,7315,17.8
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-315-1,315-1,7315,
492857953.8,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-315-2,315-2,7315,31.03004988
184511704.8,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-315-3,315-3,7315,25.40475513
5556159248,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-315-4,315-4,7315,37.5
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-315-5,315-5,7315,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-315-6,315-6,7315,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-315-7,315-7,7315,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-316-0,316-0,7316,
1851.624598,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-316-1,316-1,7316,
696279365.3,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-316-2,316-2,7316,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-316-3,316-3,7316,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-316-4,316-4,7316,
30491906.04,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-316-5,316-5,7316,24.90216114
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-316-6,316-6,7316,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-316-7,316-7,7316,
14053343051,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-317-0,317-0,7317,30.34036666
9981301.035,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-317-1,317-1,7317,36.3
45246.0456,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-317-2,317-2,7317,17.1
20065622.58,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-317-3,317-3,7317,36.5
639645.4372,5,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-317-4,317-4,7317,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-317-5,317-5,7317,
3.11365E+11,5,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-317-6,317-6,7317,64.93766853
5048596359,5,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-317-7,317-7,7317,47.3
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-317-8,317-8,7317,
66.65780954,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-317-9,317-9,7317,
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-317-10,317-10,7317,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-317-11,317-11,7317,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-317-12,317-12,7317,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-317-13,317-13,7317,
428302815.5,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-318-0,318-0,7318,30.40526751
11541151.08,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-318-1,318-1,7318,26.8
0,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-318-2,318-2,7318,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-318-3,318-3,7318,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-318-4,318-4,7318,
5553447531,5,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-318-5,318-5,7318,49.50158159
0,5,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-318-6,318-6,7318,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-318-7,318-7,7318,
0,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-318-8,318-8,7318,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-318-9,318-9,7318,
890439472,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-319-0,319-0,7319,40.7
0,5,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-319-1,319-1,7319,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-319-2,319-2,7319,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-319-3,319-3,7319,
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-319-4,319-4,7319,
0,3,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-319-5,319-5,7319,
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-320-0,320-0,7320,
44315.73268,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-320-1,320-1,7320,19
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-320-2,320-2,7320,13.7
10294682.39,2,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-320-3,320-3,7320,
497442.9848,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-320-4,320-4,7320,21.74753552
0,1,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-320-5,320-5,7320,
0,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-320-6,320-6,7320,
27908002412,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-320-7,320-7,7320,45.6
2.97777E+11,4,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-320-8,320-8,7320,57.4
0,0,STORM_DATA_IBTRACS_NA_1000_YEARS_7.txt-320-9,320-9,7320,
